College_Name,State,Stream,UG_fee,PG_fee,Rating,Academic,Accommodation,Faculty,Infrastructure,Placement,Social_Life
National Institute Of Technology,Manipur,Arts,654,670,7.9,7.9,7.1,8.2,7.4,8.4,8.2
"Dm College Of Arts, Imphal",Manipur,Arts,654,670,6.1,7.4,5,7.5,6.6,3.8,6
"Grace Bible College, Churachandpur",Manipur,Arts,654,670,6.3,8,4,8.2,8,7.5,8.1
"Kakching Khunou College, Thoubal",Manipur,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"United College, Chandel",Manipur,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Imphal College, Imphal",Manipur,Arts,654,670,6.2,8,4.5,6.5,5,4.5,8.5
"Waikhom Mani Girl'S College, Thoubal",Manipur,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Manipur University,Manipur,Arts,654,670,8.1,8.4,8.2,8.5,7.7,7.2,8.4
"Lilong Haoreibi College, Imphal",Manipur,Arts,654,670,6.3,5,5,7.5,5,7,8
"The Modern College, Imphal",Manipur,Arts,654,670,5.7,7,7,6,4,5,5
"Dhanamanjuri University, Imphal",Manipur,Arts,654,670,6.9,7.5,8,7,7,5,8.1
Manipur University Of Culture,Manipur,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Bir Tikendrajit University, Imphal",Manipur,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
National Institute Of Technology,Mizoram,Arts,654,670,5.4,6.3,4.5,6.4,3.9,6.5,5
"Icfai University, Aizawl",Mizoram,Arts,654,670,7,7.1,6.9,7.2,6.9,6.8,6.8
"Aizawl Theological College-[Atc], Aizawl",Mizoram,Arts,654,670,8.5,9,8.5,9,8.5,8,8
"Government Aizawl West College, Aizawl",Mizoram,Arts,654,670,7.2,7.5,7,7,5.5,8,8
"Government Champhai College, Champhai",Mizoram,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Government Saiha College, Saiha",Mizoram,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Pachhunga University College, Aizawl",Mizoram,Arts,654,670,8.3,9.3,8,8.8,9,6.1,8.5
Govt. T.Romana College,Mizoram,Arts,654,670,6.2,6.5,6,6.5,6,6,6
Mizoram University,Mizoram,Arts,654,670,8,8.7,7,8.8,8,7.6,7.9
"Government Serchhip College, Serchhip",Mizoram,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Government J.Thankima College, Aizawl",Mizoram,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
National Institute Of Electronics & Information Technology,Mizoram,Arts,654,670,5.3,7,6,8.2,7,1,8.1
Jawaharlal Nehru Rajkeeya Mahavidyalaya,Andaman,Arts,843,670,6.6,8.5,5,7,7.5,2.5,9
"Mahatma Gandhi Government College, Mayabander",Andaman,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Tagore Government College Of Education, Port Blair",Andaman,Arts,654,670,9,9,7.4,8.2,9,9,8.1
