institute_short,institute_type,quota,category,closing_rank,round_no,stream
NIT-Bhopal,NIT,HS,GEN,2044,6,Engineering
NIT-Bhopal,NIT,HS,GEN-EWS,542,6,Engineering
NIT-Bhopal,NIT,HS,GEN-EWS,978,6,Engineering
NIT-Bhopal,NIT,HS,OBC-NCL,2540,6,Engineering
NIT-Bhopal,NIT,HS,OBC-NCL,2567,6,Engineering
NIT-Bhopal,NIT,HS,SC,469,6,Engineering
NIT-Bhopal,NIT,HS,SC,806,6,Engineering
NIT-Bhopal,NIT,HS,ST,312,6,Engineering
NIT-Bhopal,NIT,OS,GEN,747,6,Engineering
NIT-Bhopal,NIT,OS,GEN,542,6,Engineering
NIT-Bhopal,NIT,OS,GEN-EWS,224,6,Engineering
NIT-Bhopal,NIT,OS,OBC-NCL,475,6,Engineering
NIT-Bhopal,NIT,OS,OBC-NCL,571,6,Engineering
NIT-Bhopal,NIT,OS,SC,288,6,Engineering
NIT-Bhopal,NIT,OS,SC,147,6,Engineering
NIT-Bhopal,NIT,OS,ST,40,6,Engineering
NIT-Bhopal,NIT,OS,ST,37,6,Engineering
NIT-Allahabad,NIT,HS,GEN,33857,6,Engineering
NIT-Allahabad,NIT,HS,GEN,45665,6,Engineering
NIT-Allahabad,NIT,HS,GEN-EWS,6079,6,Engineering
NIT-Allahabad,NIT,HS,GEN-EWS,8321,6,Engineering
NIT-Allahabad,NIT,HS,OBC-NCL,11478,6,Engineering
NIT-Allahabad,NIT,HS,OBC-NCL,12844,6,Engineering
NIT-Allahabad,NIT,HS,SC,6962,6,Engineering
NIT-Allahabad,NIT,HS,SC,7184,6,Engineering
NIT-Allahabad,NIT,HS,SC-PWD,44,6,Engineering
NIT-Allahabad,NIT,HS,ST,4430,6,Engineering
NIT-Allahabad,NIT,OS,GEN,33790,6,Engineering
NIT-Allahabad,NIT,OS,GEN,31746,6,Engineering
NIT-Allahabad,NIT,OS,GEN-PWD,2171,6,Engineering
NIT-Allahabad,NIT,OS,GEN-EWS,6684,6,Engineering
NIT-Allahabad,NIT,OS,GEN-EWS,8290,6,Engineering
NIT-Allahabad,NIT,OS,OBC-NCL,13638,6,Engineering
NIT-Allahabad,NIT,OS,OBC-NCL,18467,6,Engineering
NIT-Allahabad,NIT,OS,SC,7846,6,Engineering
NIT-Allahabad,NIT,OS,SC,5767,6,Engineering
NIT-Allahabad,NIT,OS,ST,2418,6,Engineering
NIT-Allahabad,NIT,OS,ST,4182,6,Engineering
NIT-Allahabad,NIT,HS,GEN,19149,6,Engineering
NIT-Allahabad,NIT,HS,GEN,24959,6,Engineering
NIT-Allahabad,NIT,HS,GEN-PWD,476,6,Engineering
NIT-Allahabad,NIT,HS,GEN-EWS,3487,6,Engineering
NIT-Allahabad,NIT,HS,GEN-EWS,5893,6,Engineering
NIT-Allahabad,NIT,HS,OBC-NCL,7155,6,Engineering
NIT-Allahabad,NIT,HS,OBC-NCL,10097,6,Engineering
NIT-Allahabad,NIT,HS,SC,3657,6,Engineering
NIT-Allahabad,NIT,HS,SC,7109,6,Engineering
NIT-Allahabad,NIT,HS,ST,3230,6,Engineering
NIT-Allahabad,NIT,OS,GEN,20185,6,Engineering
NIT-Allahabad,NIT,OS,GEN,29745,6,Engineering
NIT-Allahabad,NIT,OS,GEN-EWS,3429,6,Engineering
NIT-Allahabad,NIT,OS,GEN-EWS,5759,6,Engineering
NIT-Allahabad,NIT,OS,OBC-NCL,6878,6,Engineering
NIT-Allahabad,NIT,OS,OBC-NCL,12276,6,Engineering
NIT-Allahabad,NIT,OS,OBC-NCL-PWD,810,6,Engineering
NIT-Allahabad,NIT,OS,SC,5348,6,Engineering
NIT-Allahabad,NIT,OS,SC,8822,6,Engineering
NIT-Allahabad,NIT,OS,ST,1584,6,Engineering
NIT-Allahabad,NIT,HS,GEN,22404,6,Engineering
NIT-Allahabad,NIT,HS,GEN,38646,6,Engineering
NIT-Allahabad,NIT,HS,GEN-PWD,249,6,Engineering
NIT-Allahabad,NIT,HS,GEN-EWS,4237,6,Engineering
NIT-Allahabad,NIT,HS,GEN-EWS,7662,6,Engineering
NIT-Allahabad,NIT,HS,OBC-NCL,6839,6,Engineering
NIT-Allahabad,NIT,HS,OBC-NCL,14924,6,Engineering
NIT-Allahabad,NIT,HS,OBC-NCL-PWD,881,6,Engineering
NIT-Allahabad,NIT,HS,SC,3445,6,Engineering
NIT-Allahabad,NIT,HS,SC,6785,6,Engineering
NIT-Allahabad,NIT,HS,ST,1814,6,Engineering
NIT-Allahabad,NIT,HS,ST,3560,6,Engineering
NIT-Allahabad,NIT,OS,GEN,23668,6,Engineering
NIT-Allahabad,NIT,OS,GEN,35353,6,Engineering
NIT-Allahabad,NIT,OS,GEN-PWD,136,6,Engineering
NIT-Allahabad,NIT,OS,GEN-PWD,1760,6,Engineering
NIT-Allahabad,NIT,OS,GEN-EWS,4276,6,Engineering
NIT-Allahabad,NIT,OS,GEN-EWS,6838,6,Engineering
NIT-Allahabad,NIT,OS,GEN-EWS-PWD,183,6,Engineering
NIT-Allahabad,NIT,OS,OBC-NCL,7241,6,Engineering
NIT-Allahabad,NIT,OS,OBC-NCL,13163,6,Engineering
NIT-Allahabad,NIT,OS,SC,3638,6,Engineering
NIT-Allahabad,NIT,OS,SC,5393,6,Engineering
NIT-Allahabad,NIT,OS,ST,635,6,Engineering
NIT-Allahabad,NIT,OS,ST,1080,6,Engineering
NIT-Allahabad,NIT,HS,GEN,4222,6,Engineering
NIT-Allahabad,NIT,HS,GEN,8841,6,Engineering
NIT-Allahabad,NIT,HS,GEN-PWD,54,6,Engineering
NIT-Allahabad,NIT,HS,GEN-PWD,253,6,Engineering
NIT-Allahabad,NIT,HS,GEN-EWS,829,6,Engineering
NIT-Allahabad,NIT,HS,GEN-EWS,1745,6,Engineering
NIT-Allahabad,NIT,HS,OBC-NCL,1675,6,Engineering
NIT-Allahabad,NIT,HS,OBC-NCL,4548,6,Engineering
NIT-Allahabad,NIT,HS,OBC-NCL-PWD,125,6,Engineering
NIT-Allahabad,NIT,HS,OBC-NCL-PWD,283,6,Engineering
NIT-Allahabad,NIT,HS,SC,932,6,Engineering
NIT-Allahabad,NIT,HS,SC,1526,6,Engineering
NIT-Allahabad,NIT,HS,SC-PWD,36,6,Engineering
NIT-Allahabad,NIT,HS,ST,1590,6,Engineering
NIT-Allahabad,NIT,HS,ST,1430,6,Engineering
NIT-Allahabad,NIT,OS,GEN,3073,6,Engineering
NIT-Allahabad,NIT,OS,GEN,6273,6,Engineering
NIT-Allahabad,NIT,OS,GEN-PWD,175,6,Engineering
NIT-Allahabad,NIT,OS,GEN-EWS,534,6,Engineering
NIT-Allahabad,NIT,OS,GEN-EWS,1076,6,Engineering
NIT-Allahabad,NIT,OS,GEN-EWS-PWD,98,6,Engineering
NIT-Allahabad,NIT,OS,OBC-NCL,1097,6,Engineering
NIT-Allahabad,NIT,OS,OBC-NCL,3450,6,Engineering
NIT-Allahabad,NIT,OS,OBC-NCL-PWD,75,6,Engineering
NIT-Allahabad,NIT,OS,SC,825,6,Engineering
NIT-Allahabad,NIT,OS,SC,1891,6,Engineering
NIT-Allahabad,NIT,OS,SC-PWD,86,6,Engineering
NIT-Allahabad,NIT,OS,ST,346,6,Engineering
NIT-Allahabad,NIT,OS,ST,496,6,Engineering
NIT-Allahabad,NIT,OS,ST-PWD,10,6,Engineering
NIT-Allahabad,NIT,HS,GEN,11267,6,Engineering
NIT-Allahabad,NIT,HS,GEN,23563,6,Engineering
NIT-Allahabad,NIT,HS,GEN-PWD,101,6,Engineering
NIT-Allahabad,NIT,HS,GEN-EWS,2034,6,Engineering
NIT-Allahabad,NIT,HS,GEN-EWS,3822,6,Engineering
NIT-Allahabad,NIT,HS,OBC-NCL,3890,6,Engineering
NIT-Allahabad,NIT,HS,OBC-NCL,7689,6,Engineering
NIT-Allahabad,NIT,HS,OBC-NCL-PWD,376,6,Engineering
NIT-Allahabad,NIT,HS,SC,1899,6,Engineering
NIT-Allahabad,NIT,HS,SC,4104,6,Engineering
NIT-Allahabad,NIT,HS,ST,2668,6,Engineering
NIT-Allahabad,NIT,HS,ST,2974,6,Engineering
NIT-Allahabad,NIT,OS,GEN,10628,6,Engineering
NIT-Allahabad,NIT,OS,GEN,17388,6,Engineering
NIT-Allahabad,NIT,OS,GEN-PWD,578,6,Engineering
NIT-Allahabad,NIT,OS,GEN-PWD,1257,6,Engineering
NIT-Allahabad,NIT,OS,GEN-EWS,1906,6,Engineering
NIT-Allahabad,NIT,OS,GEN-EWS,2983,6,Engineering
NIT-Allahabad,NIT,OS,OBC-NCL,3780,6,Engineering
NIT-Allahabad,NIT,OS,OBC-NCL,10089,6,Engineering
NIT-Allahabad,NIT,OS,OBC-NCL-PWD,219,6,Engineering
NIT-Allahabad,NIT,OS,SC,2861,6,Engineering
NIT-Allahabad,NIT,OS,SC,5803,6,Engineering
NIT-Allahabad,NIT,OS,ST,895,6,Engineering
NIT-Allahabad,NIT,OS,ST,1988,6,Engineering
NIT-Allahabad,NIT,HS,GEN,8622,6,Engineering
NIT-Allahabad,NIT,HS,GEN,15553,6,Engineering
NIT-Allahabad,NIT,HS,GEN-PWD,243,6,Engineering
NIT-Allahabad,NIT,HS,GEN-PWD,377,6,Engineering
NIT-Allahabad,NIT,HS,GEN-EWS,1444,6,Engineering
NIT-Allahabad,NIT,HS,GEN-EWS,3460,6,Engineering
NIT-Allahabad,NIT,HS,OBC-NCL,3276,6,Engineering
NIT-Allahabad,NIT,HS,OBC-NCL,8154,6,Engineering
NIT-Allahabad,NIT,HS,OBC-NCL-PWD,267,6,Engineering
NIT-Allahabad,NIT,HS,SC,2031,6,Engineering
NIT-Allahabad,NIT,HS,SC,3022,6,Engineering
NIT-Allahabad,NIT,HS,ST,2378,6,Engineering
NIT-Allahabad,NIT,HS,ST,2704,6,Engineering
NIT-Allahabad,NIT,HS,ST-PWD,38,6,Engineering
NIT-Allahabad,NIT,OS,GEN,7138,6,Engineering
NIT-Allahabad,NIT,OS,GEN,14339,6,Engineering
NIT-Allahabad,NIT,OS,GEN-PWD,679,6,Engineering
NIT-Allahabad,NIT,OS,GEN-PWD,907,6,Engineering
NIT-Allahabad,NIT,OS,GEN-EWS,1263,6,Engineering
NIT-Allahabad,NIT,OS,GEN-EWS,2430,6,Engineering
NIT-Allahabad,NIT,OS,GEN-EWS-PWD,182,6,Engineering
NIT-Allahabad,NIT,OS,OBC-NCL,2790,6,Engineering
NIT-Allahabad,NIT,OS,OBC-NCL,6603,6,Engineering
NIT-Allahabad,NIT,OS,OBC-NCL-PWD,295,6,Engineering
NIT-Allahabad,NIT,OS,SC,2267,6,Engineering
NIT-Allahabad,NIT,OS,SC,2883,6,Engineering
NIT-Allahabad,NIT,OS,ST,1003,6,Engineering
NIT-Allahabad,NIT,OS,ST,1583,6,Engineering
NIT-Allahabad,NIT,HS,GEN,6234,6,Engineering
NIT-Allahabad,NIT,HS,GEN,12774,6,Engineering
NIT-Allahabad,NIT,HS,GEN-PWD,199,6,Engineering
NIT-Allahabad,NIT,HS,GEN-EWS,1036,6,Engineering
NIT-Allahabad,NIT,HS,GEN-EWS,2078,6,Engineering
NIT-Allahabad,NIT,HS,OBC-NCL,2375,6,Engineering
NIT-Allahabad,NIT,HS,OBC-NCL,6167,6,Engineering
NIT-Allahabad,NIT,HS,OBC-NCL-PWD,238,6,Engineering
NIT-Allahabad,NIT,HS,SC,1098,6,Engineering
NIT-Allahabad,NIT,HS,SC,2469,6,Engineering
NIT-Allahabad,NIT,HS,ST,1868,6,Engineering
NIT-Allahabad,NIT,HS,ST,1876,6,Engineering
NIT-Allahabad,NIT,OS,GEN,4119,6,Engineering
NIT-Allahabad,NIT,OS,GEN,8903,6,Engineering
NIT-Allahabad,NIT,OS,GEN-PWD,194,6,Engineering
NIT-Allahabad,NIT,OS,GEN-EWS,763,6,Engineering
NIT-Allahabad,NIT,OS,GEN-EWS,1374,6,Engineering
NIT-Allahabad,NIT,OS,OBC-NCL,1683,6,Engineering
NIT-Allahabad,NIT,OS,OBC-NCL,3826,6,Engineering
NIT-Allahabad,NIT,OS,OBC-NCL-PWD,106,6,Engineering
NIT-Allahabad,NIT,OS,SC,1311,6,Engineering
NIT-Allahabad,NIT,OS,SC,2572,6,Engineering
NIT-Allahabad,NIT,OS,SC-PWD,207,6,Engineering
NIT-Allahabad,NIT,OS,ST,604,6,Engineering
NIT-Allahabad,NIT,OS,ST,1719,6,Engineering
NIT-Allahabad,NIT,HS,GEN,17143,6,Engineering
NIT-Allahabad,NIT,HS,GEN,32274,6,Engineering
NIT-Allahabad,NIT,HS,GEN-PWD,143,6,Engineering
NIT-Allahabad,NIT,HS,GEN-EWS,3214,6,Engineering
NIT-Allahabad,NIT,HS,GEN-EWS,5355,6,Engineering
NIT-Allahabad,NIT,HS,GEN-EWS-PWD,125,6,Engineering
NIT-Allahabad,NIT,HS,OBC-NCL,6034,6,Engineering
NIT-Allahabad,NIT,HS,OBC-NCL,12597,6,Engineering
NIT-Allahabad,NIT,HS,OBC-NCL-PWD,449,6,Engineering
NIT-Allahabad,NIT,HS,SC,3218,6,Engineering
NIT-Allahabad,NIT,HS,SC,6287,6,Engineering
NIT-Allahabad,NIT,HS,ST,2942,6,Engineering
NIT-Allahabad,NIT,HS,ST,6428,6,Engineering
NIT-Allahabad,NIT,OS,GEN,15485,6,Engineering
NIT-Allahabad,NIT,OS,GEN,29702,6,Engineering
NIT-Allahabad,NIT,OS,GEN-PWD,1261,6,Engineering
NIT-Allahabad,NIT,OS,GEN-PWD,2934,6,Engineering
NIT-Allahabad,NIT,OS,GEN-EWS,2794,6,Engineering
NIT-Allahabad,NIT,OS,GEN-EWS,5982,6,Engineering
NIT-Allahabad,NIT,OS,OBC-NCL,5269,6,Engineering
NIT-Allahabad,NIT,OS,OBC-NCL,15334,6,Engineering
NIT-Allahabad,NIT,OS,OBC-NCL-PWD,661,6,Engineering
NIT-Allahabad,NIT,OS,SC,3589,6,Engineering
NIT-Allahabad,NIT,OS,SC,6722,6,Engineering
NIT-Allahabad,NIT,OS,ST,1180,6,Engineering
NIT-Allahabad,NIT,OS,ST,1897,6,Engineering
NIT-Allahabad,NIT,HS,GEN,29224,6,Engineering
NIT-Allahabad,NIT,HS,GEN,48320,6,Engineering
NIT-Allahabad,NIT,HS,GEN-EWS,4822,6,Engineering
NIT-Allahabad,NIT,HS,GEN-EWS,8265,6,Engineering
NIT-Allahabad,NIT,HS,OBC-NCL,11014,6,Engineering
NIT-Allahabad,NIT,HS,OBC-NCL-PWD,1173,6,Engineering
NIT-Allahabad,NIT,HS,SC,6103,6,Engineering
NIT-Allahabad,NIT,HS,SC,7688,6,Engineering
NIT-Allahabad,NIT,HS,ST,4700,6,Engineering
NIT-Allahabad,NIT,OS,GEN,28715,6,Engineering
NIT-Allahabad,NIT,OS,GEN,42632,6,Engineering
NIT-Allahabad,NIT,OS,GEN-PWD,1659,6,Engineering
NIT-Allahabad,NIT,OS,GEN-EWS,4843,6,Engineering
NIT-Allahabad,NIT,OS,GEN-EWS,7758,6,Engineering
NIT-Allahabad,NIT,OS,OBC-NCL,10773,6,Engineering
NIT-Allahabad,NIT,OS,OBC-NCL,18918,6,Engineering
NIT-Allahabad,NIT,OS,SC,6210,6,Engineering
NIT-Allahabad,NIT,OS,SC,10801,6,Engineering
NIT-Allahabad,NIT,OS,ST,2507,6,Engineering
NIT-Allahabad,NIT,OS,ST,3634,6,Engineering
NIT-Agartala,NIT,HS,GEN,298578,6,Engineering
NIT-Agartala,NIT,HS,GEN,260758,6,Engineering
NIT-Agartala,NIT,HS,GEN-EWS,44060,6,Engineering
NIT-Agartala,NIT,HS,SC,42298,6,Engineering
NIT-Agartala,NIT,HS,SC,46450,6,Engineering
NIT-Agartala,NIT,HS,ST,30255,6,Engineering
NIT-Agartala,NIT,HS,ST,29648,6,Engineering
NIT-Agartala,NIT,OS,GEN,50010,6,Engineering
NIT-Agartala,NIT,OS,GEN,51688,6,Engineering
NIT-Agartala,NIT,OS,GEN-EWS,8387,6,Engineering
NIT-Agartala,NIT,OS,OBC-NCL,15659,6,Engineering
NIT-Agartala,NIT,OS,OBC-NCL,20890,6,Engineering
NIT-Agartala,NIT,OS,SC,8708,6,Engineering
NIT-Agartala,NIT,OS,SC,10712,6,Engineering
NIT-Agartala,NIT,OS,ST,3521,6,Engineering
NIT-Agartala,NIT,HS,GEN,328292,6,Engineering
NIT-Agartala,NIT,HS,GEN,271178,6,Engineering
NIT-Agartala,NIT,HS,GEN-EWS,65295,6,Engineering
NIT-Agartala,NIT,HS,SC,38174,6,Engineering
NIT-Agartala,NIT,HS,SC,33139,6,Engineering
NIT-Agartala,NIT,HS,ST,28232,6,Engineering
NIT-Agartala,NIT,HS,ST,18991,6,Engineering
NIT-Agartala,NIT,OS,GEN,44090,6,Engineering
NIT-Agartala,NIT,OS,GEN,54475,6,Engineering
NIT-Agartala,NIT,OS,GEN-PWD,2700,6,Engineering
NIT-Agartala,NIT,OS,GEN-EWS,7646,6,Engineering
NIT-Agartala,NIT,OS,GEN-EWS,9670,6,Engineering
NIT-Agartala,NIT,OS,OBC-NCL,13904,6,Engineering
NIT-Agartala,NIT,OS,OBC-NCL,20341,6,Engineering
NIT-Agartala,NIT,OS,SC,8604,6,Engineering
NIT-Agartala,NIT,OS,SC,10875,6,Engineering
NIT-Agartala,NIT,OS,ST,3100,6,Engineering
NIT-Agartala,NIT,OS,ST,5172,6,Engineering
NIT-Agartala,NIT,HS,GEN,270426,6,Engineering
NIT-Agartala,NIT,HS,GEN-EWS,52759,6,Engineering
NIT-Agartala,NIT,HS,SC,35126,6,Engineering
NIT-Agartala,NIT,HS,ST,34938,6,Engineering
NIT-Agartala,NIT,OS,GEN,51170,6,Engineering
NIT-Agartala,NIT,OS,GEN-EWS,8792,6,Engineering
NIT-Agartala,NIT,OS,OBC-NCL,16589,6,Engineering
NIT-Agartala,NIT,OS,SC,9882,6,Engineering
NIT-Agartala,NIT,HS,GEN,263364,6,Engineering
NIT-Agartala,NIT,HS,GEN,217652,6,Engineering
NIT-Agartala,NIT,HS,GEN-EWS,53723,6,Engineering
NIT-Agartala,NIT,HS,SC,31221,6,Engineering
NIT-Agartala,NIT,HS,SC,25720,6,Engineering
NIT-Agartala,NIT,HS,ST,13322,6,Engineering
NIT-Agartala,NIT,HS,ST,7509,6,Engineering
NIT-Agartala,NIT,OS,GEN,45385,6,Engineering
NIT-Agartala,NIT,OS,GEN,57034,6,Engineering
NIT-Agartala,NIT,OS,GEN-PWD,2102,6,Engineering
NIT-Agartala,NIT,OS,GEN-EWS,7572,6,Engineering
NIT-Agartala,NIT,OS,GEN-EWS,9606,6,Engineering
NIT-Agartala,NIT,OS,OBC-NCL,13264,6,Engineering
NIT-Agartala,NIT,OS,OBC-NCL,20568,6,Engineering
NIT-Agartala,NIT,OS,SC,7140,6,Engineering
NIT-Agartala,NIT,OS,SC,10963,6,Engineering
NIT-Agartala,NIT,OS,ST,2069,6,Engineering
NIT-Agartala,NIT,OS,ST,2362,6,Engineering
NIT-Agartala,NIT,HS,GEN,63805,6,Engineering
NIT-Agartala,NIT,HS,GEN,100164,6,Engineering
NIT-Agartala,NIT,HS,GEN-PWD,2143,6,Engineering
NIT-Agartala,NIT,HS,GEN-EWS,22897,6,Engineering
NIT-Agartala,NIT,HS,GEN-EWS,30377,6,Engineering
NIT-Agartala,NIT,HS,SC,12079,6,Engineering
NIT-Agartala,NIT,HS,SC,10379,6,Engineering
NIT-Agartala,NIT,HS,ST,16140,6,Engineering
NIT-Agartala,NIT,HS,ST,7528,6,Engineering
NIT-Agartala,NIT,OS,GEN,18351,6,Engineering
NIT-Agartala,NIT,OS,GEN,29218,6,Engineering
NIT-Agartala,NIT,OS,GEN-PWD,580,6,Engineering
NIT-Agartala,NIT,OS,GEN-EWS,3240,6,Engineering
NIT-Agartala,NIT,OS,GEN-EWS,5270,6,Engineering
NIT-Agartala,NIT,OS,GEN-EWS-PWD,177,6,Engineering
NIT-Agartala,NIT,OS,OBC-NCL,5828,6,Engineering
NIT-Agartala,NIT,OS,OBC-NCL,12450,6,Engineering
NIT-Agartala,NIT,OS,OBC-NCL-PWD,379,6,Engineering
NIT-Agartala,NIT,OS,SC,3905,6,Engineering
NIT-Agartala,NIT,OS,SC,5549,6,Engineering
NIT-Agartala,NIT,OS,ST,1440,6,Engineering
NIT-Agartala,NIT,OS,ST,3034,6,Engineering
NIT-Agartala,NIT,HS,GEN,200254,6,Engineering
NIT-Agartala,NIT,HS,GEN,196447,6,Engineering
NIT-Agartala,NIT,HS,GEN-EWS,71223,6,Engineering
NIT-Agartala,NIT,HS,GEN-EWS,34123,6,Engineering
NIT-Agartala,NIT,HS,SC,27561,6,Engineering
NIT-Agartala,NIT,HS,SC,26246,6,Engineering
NIT-Agartala,NIT,HS,ST,34732,6,Engineering
NIT-Agartala,NIT,HS,ST,21322,6,Engineering
NIT-Agartala,NIT,OS,GEN,33853,6,Engineering
NIT-Agartala,NIT,OS,GEN,45999,6,Engineering
NIT-Agartala,NIT,OS,GEN-EWS,5734,6,Engineering
NIT-Agartala,NIT,OS,GEN-EWS,7911,6,Engineering
NIT-Agartala,NIT,OS,OBC-NCL,10653,6,Engineering
NIT-Agartala,NIT,OS,OBC-NCL,17652,6,Engineering
NIT-Agartala,NIT,OS,OBC-NCL-PWD,809,6,Engineering
NIT-Agartala,NIT,OS,SC,6542,6,Engineering
NIT-Agartala,NIT,OS,SC,10783,6,Engineering
NIT-Agartala,NIT,OS,ST,2360,6,Engineering
NIT-Agartala,NIT,OS,ST,4152,6,Engineering
NIT-Agartala,NIT,HS,GEN,113082,6,Engineering
NIT-Agartala,NIT,HS,GEN,151583,6,Engineering
NIT-Agartala,NIT,HS,GEN-EWS,42213,6,Engineering
NIT-Agartala,NIT,HS,GEN-EWS,40120,6,Engineering
NIT-Agartala,NIT,HS,SC,16242,6,Engineering
NIT-Agartala,NIT,HS,SC,14455,6,Engineering
NIT-Agartala,NIT,HS,ST,32930,6,Engineering
NIT-Agartala,NIT,HS,ST,24039,6,Engineering
NIT-Agartala,NIT,OS,GEN,24809,6,Engineering
NIT-Agartala,NIT,OS,GEN,39045,6,Engineering
NIT-Agartala,NIT,OS,GEN-PWD,1740,6,Engineering
NIT-Agartala,NIT,OS,GEN-EWS,4143,6,Engineering
NIT-Agartala,NIT,OS,GEN-EWS,6479,6,Engineering
NIT-Agartala,NIT,OS,GEN-EWS-PWD,285,6,Engineering
NIT-Agartala,NIT,OS,OBC-NCL,7942,6,Engineering
NIT-Agartala,NIT,OS,OBC-NCL,13327,6,Engineering
NIT-Agartala,NIT,OS,OBC-NCL-PWD,918,6,Engineering
NIT-Agartala,NIT,OS,SC,5011,6,Engineering
NIT-Agartala,NIT,OS,SC,8603,6,Engineering
NIT-Agartala,NIT,OS,ST,2252,6,Engineering
NIT-Agartala,NIT,OS,ST,3287,6,Engineering
NIT-Agartala,NIT,HS,GEN,262362,6,Engineering
NIT-Agartala,NIT,HS,GEN,222156,6,Engineering
NIT-Agartala,NIT,HS,GEN-EWS,66821,6,Engineering
NIT-Agartala,NIT,HS,GEN-EWS,46126,6,Engineering
NIT-Agartala,NIT,HS,SC,35471,6,Engineering
NIT-Agartala,NIT,HS,SC,33388,6,Engineering
NIT-Agartala,NIT,HS,ST,27738,6,Engineering
NIT-Agartala,NIT,HS,ST,35394,6,Engineering
NIT-Agartala,NIT,OS,GEN,37122,6,Engineering
NIT-Agartala,NIT,OS,GEN,43294,6,Engineering
NIT-Agartala,NIT,OS,GEN-PWD,2907,6,Engineering
NIT-Agartala,NIT,OS,GEN-EWS,6418,6,Engineering
NIT-Agartala,NIT,OS,GEN-EWS,9426,6,Engineering
NIT-Agartala,NIT,OS,OBC-NCL,12016,6,Engineering
NIT-Agartala,NIT,OS,OBC-NCL,17240,6,Engineering
NIT-Agartala,NIT,OS,SC,6884,6,Engineering
NIT-Agartala,NIT,OS,SC,11156,6,Engineering
NIT-Agartala,NIT,OS,ST,2936,6,Engineering
NIT-Agartala,NIT,OS,ST,5214,6,Engineering
NIT-Agartala,NIT,HS,GEN,300611,6,Engineering
NIT-Agartala,NIT,HS,GEN-EWS,82266,6,Engineering
NIT-Agartala,NIT,HS,SC,37574,6,Engineering
NIT-Agartala,NIT,HS,ST,12802,6,Engineering
NIT-Agartala,NIT,OS,GEN,40229,6,Engineering
NIT-Agartala,NIT,OS,GEN-EWS,7523,6,Engineering
NIT-Agartala,NIT,OS,OBC-NCL,14665,6,Engineering
NIT-Agartala,NIT,OS,SC,5986,6,Engineering
NIT-Agartala,NIT,HS,GEN,208794,6,Engineering
NIT-Agartala,NIT,HS,GEN-EWS,48317,6,Engineering
NIT-Agartala,NIT,HS,SC,25822,6,Engineering
NIT-Agartala,NIT,HS,ST,24189,6,Engineering
NIT-Agartala,NIT,OS,GEN,30596,6,Engineering
NIT-Agartala,NIT,OS,GEN-EWS,5293,6,Engineering
NIT-Agartala,NIT,OS,OBC-NCL,12010,6,Engineering
NIT-Agartala,NIT,OS,SC,6700,6,Engineering
NIT-Agartala,NIT,OS,ST,2777,6,Engineering
NIT-Agartala,NIT,HS,GEN,225804,6,Engineering
NIT-Agartala,NIT,HS,GEN,251399,6,Engineering
NIT-Agartala,NIT,HS,GEN-EWS,60272,6,Engineering
NIT-Agartala,NIT,HS,GEN-EWS,44094,6,Engineering
NIT-Agartala,NIT,HS,SC,25168,6,Engineering
NIT-Agartala,NIT,HS,SC,34832,6,Engineering
NIT-Agartala,NIT,HS,ST,37250,6,Engineering
NIT-Agartala,NIT,HS,ST,34814,6,Engineering
NIT-Agartala,NIT,OS,GEN,37614,6,Engineering
NIT-Agartala,NIT,OS,GEN,53594,6,Engineering
NIT-Agartala,NIT,OS,GEN-PWD,1780,6,Engineering
NIT-Agartala,NIT,OS,GEN-EWS,6587,6,Engineering
NIT-Agartala,NIT,OS,GEN-EWS,8994,6,Engineering
NIT-Agartala,NIT,OS,OBC-NCL,11952,6,Engineering
NIT-Agartala,NIT,OS,OBC-NCL,20703,6,Engineering
NIT-Agartala,NIT,OS,SC,7125,6,Engineering
NIT-Agartala,NIT,OS,SC,10595,6,Engineering
NIT-Agartala,NIT,OS,ST,2554,6,Engineering
NIT-Agartala,NIT,OS,ST,4751,6,Engineering
NIT-Agartala,NIT,HS,GEN,195222,6,Engineering
NIT-Agartala,NIT,HS,GEN-EWS,54547,6,Engineering
NIT-Agartala,NIT,HS,SC,19616,6,Engineering
NIT-Agartala,NIT,HS,ST,26981,6,Engineering
NIT-Agartala,NIT,OS,GEN,38352,6,Engineering
NIT-Agartala,NIT,OS,GEN-EWS,8216,6,Engineering
NIT-Agartala,NIT,OS,OBC-NCL,16504,6,Engineering
NIT-Agartala,NIT,OS,SC,9574,6,Engineering
NIT-Agartala,NIT,OS,ST,3546,6,Engineering
NIT-Agartala,NIT,HS,GEN,389981,6,Engineering
NIT-Agartala,NIT,HS,GEN,367003,6,Engineering
NIT-Agartala,NIT,HS,SC,48084,6,Engineering
NIT-Agartala,NIT,HS,SC,53197,6,Engineering
NIT-Agartala,NIT,OS,GEN,49420,6,Engineering
NIT-Agartala,NIT,OS,GEN,58476,6,Engineering
NIT-Agartala,NIT,OS,GEN-EWS,8629,6,Engineering
NIT-Agartala,NIT,OS,GEN-EWS,10404,6,Engineering
NIT-Agartala,NIT,OS,OBC-NCL,15723,6,Engineering
NIT-Agartala,NIT,OS,OBC-NCL,21352,6,Engineering
NIT-Agartala,NIT,OS,SC,9207,6,Engineering
NIT-Agartala,NIT,OS,SC,12238,6,Engineering
NIT-Agartala,NIT,OS,ST,3445,6,Engineering
NIT-Agartala,NIT,OS,ST,6162,6,Engineering
