College_Name,State,Stream,UG_fee,PG_fee,Rating,Academic,Accommodation,Faculty,Infrastructure,Placement,Social_Life
Tamil Nadu Agricultural University,Tamil Nadu,Agriculture,654,670,7.9,8.6,8,8,8.8,6.6,7.5
Anbil Dharmalingam Agricultural College And Research Institute,Tamil Nadu,Agriculture,654,670,9,8.2,7.4,8.2,8,7.5,8.1
Veterinary College And Research Institute,Tamil Nadu,Agriculture,654,670,7.7,8,7,8,8,8.3,7
"Vanavarayar Institute Of Agriculture, Pollachi",Tamil Nadu,Agriculture,654,670,6.9,7.5,5.8,7.7,8,5.3,7
Tamil Nadu Veterinary And Animal Sciences University,Tamil Nadu,Agriculture,654,670,8.3,8.4,8,8.4,8.2,8.2,8.4
Horticultural College And Research Institute,Tamil Nadu,Agriculture,654,670,5.7,7.3,5.3,6,5,5,5.3
Shrimathi Devkunvar Nanalal Bhatt Vaishnav College For,Tamil Nadu,Agriculture,654,670,8.6,9,8,8.7,9.5,7.9,8.4
Thanthai Roever Institute Of Agriculture And Rural,Tamil Nadu,Agriculture,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Central Marine Fisheries Research Institute,Tamil Nadu,Agriculture,654,670,7.6,8,7,7.5,8,7.5,7.5
Agricultural College And Research Institute,Tamil Nadu,Agriculture,654,670,8,8.5,7,8.5,7.5,8,8.3
Forest College And Research Institute,Tamil Nadu,Agriculture,654,670,8.2,8.7,7.7,7.3,8.7,8,8.7
Agricultural College And Research Institute,Tamil Nadu,Agriculture,654,670,7.9,8.4,7.4,8.9,7.6,6.9,8
"Loyola College, Chennai",Tamil Nadu,Agriculture,654,670,8.6,8.7,8.2,8.3,8.9,8.4,8.8
Vellore Institute Of Technology,Tamil Nadu,Agriculture,654,670,8.3,8.3,8,7.8,8.9,8.5,8.5
Srm Institute Of Technology,Tamil Nadu,Agriculture,654,670,8,8,7.1,7.6,8.7,8.2,8.6
"Thiagarajar College, Madurai",Tamil Nadu,Agriculture,654,670,7.5,7.9,7.1,8,7.1,7.2,7.9
Annamalai University,Tamil Nadu,Agriculture,654,670,7.4,8.1,6.7,8,7.9,6.5,7.2
Bishop Heber College,Tamil Nadu,Agriculture,654,670,8.3,8.5,7.8,8.2,8.9,8.1,8.4
"Kongunadu Arts And Science College, Coimbatore",Tamil Nadu,Agriculture,654,670,7.3,8,6.7,8.3,7.3,6.3,7
Jamal Mohamed College,Tamil Nadu,Agriculture,654,670,8.5,8.8,8.1,8.5,8.6,8.4,8.6
Dr. N.G.P. Arts And Science College,Tamil Nadu,Agriculture,654,670,7.6,7.8,7.1,7.5,8.4,7.7,7
"Kalasalingam Academy Of Research And Education, Krishnankovil",Tamil Nadu,Agriculture,654,670,7.7,8,7.4,7.9,8.3,7,7.6
"Lady Doak College, Madurai",Tamil Nadu,Agriculture,654,670,8.4,9.1,7.2,8.7,8.6,8.4,8.2
Karunya Institute Of Technology And Sciences,Tamil Nadu,Agriculture,654,670,7.9,7.9,7.9,7.9,8.5,7.5,7.4
"Holy Cross College (Autonomous), Tiruchirappalli",Tamil Nadu,Agriculture,654,670,8.7,9.3,8.4,9,9.1,7.9,8.7
Ponnaiyah Ramajayam Institute Of Science And Technology,Tamil Nadu,Agriculture,654,670,6.5,6.8,6.4,6.9,7,5.4,6.3
"Dr. M.G.R. Educational And Research Institute, Chennai",Tamil Nadu,Agriculture,654,670,7.4,7.6,7.4,7.1,7.8,6.8,7.5
"Alagappa University, Karaikudi",Tamil Nadu,Agriculture,654,670,8.5,8.9,7.9,8.9,8.4,8.2,8.4
Empee Institute Of Hotel Management And Catering,Tamil Nadu,Agriculture,654,670,8.8,8,7.4,8.2,8,7.5,8.1
Bharathiar University,Tamil Nadu,Agriculture,654,670,7.8,8,7.6,8.1,7.7,7.5,7.9
Mahatma Phule Krishi Vidyapeeth,Maharashtra,Agriculture,654,670,8.3,8.1,8,8.6,8.7,7.9,8.4
Central Institute Of Fisheries Education,Maharashtra,Agriculture,654,670,8.9,9,9.7,8.5,9.7,8.2,8.4
Mumbai University,Maharashtra,Agriculture,654,670,7.2,7.6,6.5,7.9,7.4,6.6,7
Dr Dy Patil College Of Agriculture Business,Maharashtra,Agriculture,654,670,7.2,7.9,7,7.4,8.6,5.8,6.5
"Yashwantrao Chavan Maharashtra Open University- [Ycmou], Nashik",Maharashtra,Agriculture,654,670,7.4,8.5,6.3,7.6,7.9,7.5,6.4
"Anand Niketan College Of Agriculture, Chandrapur",Maharashtra,Agriculture,654,670,10,8.2,7.4,8.2,8,7.5,8.1
Dr Balasaheb Sawant Konkan Krishi Vidyapeeth,Maharashtra,Agriculture,654,670,8.4,9,8,8.5,8.9,7.5,8.3
"Kk Wagh College Of Agriculture, Nashik",Maharashtra,Agriculture,654,670,7.5,8,6.1,7.9,8.7,7.1,7.1
Loknete Mohanrao Kadam College Of Agriculture,Maharashtra,Agriculture,654,670,7.3,8,6,8,8,7,7
"Ramkrishna Bajaj College Of Agriculture, Wardha",Maharashtra,Agriculture,654,670,6.7,8.6,6,8.3,6.6,5.8,5
Vasantrao Naik Marathwada Krishi Vidyapeeth,Maharashtra,Agriculture,654,670,8,8.7,7.6,8.2,8.4,7.2,7.9
"Vivekanand College Of Agriculture, Buldhana",Maharashtra,Agriculture,654,670,7.3,8.2,7.4,8.2,8,7.5,8.1
Bharati Vidyapeeth Deemed University,Maharashtra,Agriculture,654,670,7.8,8.1,6.8,7.9,8.1,7.7,8.2
Shivaji University,Maharashtra,Agriculture,654,670,7.6,7.9,7.2,8.1,8.1,6.3,8
Bombay Veterinary College,Maharashtra,Agriculture,654,670,7.1,7.6,6.6,7.7,6.3,6.4,8.1
National Research Centre For Citrus,Maharashtra,Agriculture,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Shreemati Nathibai Damodar Thackersey Women'S University,Maharashtra,Agriculture,654,670,7.6,8.2,6.9,8,7.8,7,7.7
"College Of Agriculture, Pune",Maharashtra,Agriculture,654,670,8.2,8.9,7.9,7.9,8.5,7.6,8.3
Dr. Panjabrao Deshmukh Krishi Vidyapeeth,Maharashtra,Agriculture,654,670,8.9,9.3,9,9,9.5,8.1,8.6
"College Of Agricultural Biotechnology, Pune",Maharashtra,Agriculture,654,670,7.9,8.6,7.1,8.1,8.1,6.9,8.8
Ramniranjan Jhunjhunwala College,Maharashtra,Agriculture,654,670,8,8.8,5.9,9.1,7.9,8,8.4
"Ramnarain Ruia Autonomous College, Mumbai",Maharashtra,Agriculture,654,670,7.9,8.4,7,8,8.4,6.6,8.9
Savitribai Phule Pune University,Maharashtra,Agriculture,654,670,7.6,8.1,7.1,7.9,7.9,6.8,7.5
"Elphinstone College, Mumbai",Maharashtra,Agriculture,654,670,7.5,8.1,6.8,7.9,7.9,6.5,8
Rashtrasant Tukadoji Maharaj Nagpur University,Maharashtra,Agriculture,654,670,7.5,8,7.2,7.7,7.9,6.9,7.4
Tata Institute Of Social Sciences,Maharashtra,Agriculture,654,670,8.6,9,8.1,8.9,8.6,8.4,8.6
Svkm'S Narsee Monjee Institute Of Management Studies,Maharashtra,Agriculture,654,670,8.2,8.3,8.4,8.1,8.8,7.4,8.1
"Ecole Hoteliere Lavasa, Pune",Maharashtra,Agriculture,654,670,3.7,8.2,7.4,5,8,5,1
Nagpur Veterinary College,Maharashtra,Agriculture,654,670,8.6,8.6,9,8.6,8.4,8,8.8
Garware Institute Of Career Education And Development,Maharashtra,Agriculture,654,670,7.1,6.8,6.3,7.7,7,7.7,7.2
Indian Veterinary Research Institute,Uttar Pradesh,Agriculture,654,670,8.9,8.4,9.4,8.7,9.3,8.7,8.8
Sam Higginbottom University Of Agriculture Technology And,Uttar Pradesh,Agriculture,654,670,7.2,7.6,6.6,7.5,7.5,6,7.9
National Bureau Of Fish Genetic Resources,Uttar Pradesh,Agriculture,654,670,8.1,7.5,8,8.5,8,8.5,8
Central Institute For Subtropical Horticulture,Uttar Pradesh,Agriculture,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Baba Saheb Dr Bhim Rao Ambedkar College,Uttar Pradesh,Agriculture,654,670,5.5,6,5,6,6.2,4.2,5.7
Sardar Vallabh Bhai Patel University Of Agriculture,Uttar Pradesh,Agriculture,654,670,5.5,6.3,6,4.5,7.3,4.3,4.7
"Chandra Bhanu Gupt Krishi Mahavidyala, Lucknow",Uttar Pradesh,Agriculture,654,670,7.7,8.5,7.7,8.3,7.7,6.7,7.5
Amity Institute Of Organic Agriculture,Uttar Pradesh,Agriculture,654,670,8.5,8.4,8.4,8.8,9.4,7.4,8.8
Chandra Shekhar Azad University Of Agriculture And,Uttar Pradesh,Agriculture,654,670,8.3,8.8,8,8.7,8.1,8,7.9
"Kisan Post Graduate College, Ghaziabad",Uttar Pradesh,Agriculture,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Banaras Hindu University,Uttar Pradesh,Agriculture,654,670,8.3,8.7,8.1,8.4,8.8,7.2,8.6
Amity School Of Natural Resources And Sustainable,Uttar Pradesh,Agriculture,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Deen Dayal Upadhyaya Gorakhpur University,Uttar Pradesh,Agriculture,654,670,6.8,7.7,6.1,7.4,7.5,5,7
Narendra Deva University Of Agriculture And Technology,Uttar Pradesh,Agriculture,654,670,7.1,7.4,7.1,7.9,7.1,6.2,7
"Indian Grassland And Fodder Research Institute-[Igfri], Jhansi",Uttar Pradesh,Agriculture,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Indian Institute Of Pulses Research,Uttar Pradesh,Agriculture,654,670,8.6,9.3,8.3,8.8,8.7,8.3,8.3
Central Institute Of Medicinal And Aromatic Plants,Uttar Pradesh,Agriculture,654,670,8.3,8.2,7.4,8.6,8,8.2,8
Imperial School Of Agri Business,Uttar Pradesh,Agriculture,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Aligarh Muslim University,Uttar Pradesh,Agriculture,654,670,8.3,8.8,7.9,8.5,8.8,7.2,8.6
"Amity University, Noida",Uttar Pradesh,Agriculture,654,670,8.2,8,7.9,8.1,8.9,7.6,8.7
"Amity University, Lucknow",Uttar Pradesh,Agriculture,654,670,8.1,8,7.6,8.1,8.8,7.1,8.8
Chaudhary Charan Singh University,Uttar Pradesh,Agriculture,654,670,6.4,6.6,6.1,7.3,6.6,4.9,6.6
"National Post Graduate College, Lucknow",Uttar Pradesh,Agriculture,654,670,7.6,8.6,7.4,8.5,7.6,6.8,6.7
Teerthanker Mahaveer University,Uttar Pradesh,Agriculture,654,670,8.1,8.3,7.6,8.2,8.7,7.3,8.3
Mangalayatan University,Uttar Pradesh,Agriculture,654,670,7.9,7.8,7.8,8.2,8.4,7.1,8.1
"Udai Pratap College, Varanasi",Uttar Pradesh,Agriculture,654,670,7.4,8.1,6.6,8.8,7.3,6.6,7
Chhatrapati Shahu Ji Maharaj University,Uttar Pradesh,Agriculture,654,670,7.1,7.2,6.6,7.5,8,5.8,7.7
J.S. University,Uttar Pradesh,Agriculture,654,670,8.5,8.5,7.8,8.7,9,8.2,8.6
"Monad University, Hapur",Uttar Pradesh,Agriculture,654,670,8,7.6,7.4,8.5,8,8.2,8.1
Sharda University,Uttar Pradesh,Agriculture,654,670,7.9,7.7,7.6,7.9,8.6,6.9,8.6
Indian Agricultural Research Institute,Delhi Ncr,Agriculture,654,670,8.8,9.2,9.6,8.6,9.4,8.1,8.1
Indian Agricultural Statistics Research Institute,Delhi Ncr,Agriculture,654,670,7.8,8,7.5,7.5,8,8,7.5
National Dairy Research Institute,Delhi Ncr,Agriculture,654,670,9,8.8,8.7,9.1,9.4,9.1,8.9
"Jamia Millia Islamia University-[Jmi], New Delhi",Delhi Ncr,Agriculture,654,670,8,8.4,7.6,8.3,8.4,7.2,8.2
Sardar Vallabh Bhai Patel University Of Agriculture,Delhi Ncr,Agriculture,654,670,5.5,6.3,6,4.5,7.3,4.3,4.7
Indira Gandhi National Open University,Delhi Ncr,Agriculture,654,670,7.1,7.7,5.7,8.1,7.3,6.3,7.3
Amity Institute Of Organic Agriculture,Delhi Ncr,Agriculture,654,670,8.5,8.4,8.4,8.8,9.4,7.4,8.8
"Kisan Post Graduate College, Ghaziabad",Delhi Ncr,Agriculture,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Amity School Of Natural Resources And Sustainable,Delhi Ncr,Agriculture,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Teri School Of Advanced Studies,Delhi Ncr,Agriculture,654,670,7.4,7.4,6.7,7.5,7.7,7.6,7.3
Imperial School Of Agri Business,Delhi Ncr,Agriculture,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Maharshi Dayanand University,Delhi Ncr,Agriculture,654,670,7.8,8,7.7,8,8.4,6.6,8
"Amity University, Noida",Delhi Ncr,Agriculture,654,670,8.2,8,7.9,8.1,8.9,7.6,8.7
Chaudhary Charan Singh University,Delhi Ncr,Agriculture,654,670,6.4,6.6,6.1,7.3,6.6,4.9,6.6
"Srm University Delhi Ncr, Sonepat",Delhi Ncr,Agriculture,654,670,7.8,8,7.5,7.9,8.1,7.6,7.9
"Monad University, Hapur",Delhi Ncr,Agriculture,654,670,8,7.6,7.4,8.5,8,8.2,8.1
Sharda University,Delhi Ncr,Agriculture,654,670,7.9,7.7,7.6,7.9,8.6,6.9,8.6
Galgotias University,Delhi Ncr,Agriculture,654,670,7.6,7.9,6.9,7.9,7.5,7.7,7.8
"Starex University, Gurgaon",Delhi Ncr,Agriculture,654,670,8.8,9.1,9.1,8.7,8.6,8.5,8.7
Sunrise University,Delhi Ncr,Agriculture,654,670,8.1,8.1,7.3,8.7,8.1,7.9,8.4
"Shobhit University, Meerut",Delhi Ncr,Agriculture,654,670,7.8,8.4,7.3,7.8,8.3,7,7.9
